avg_rate,geek_rate,id,num_votes,title
8.67,8.488,161936,17649,Pandemic Legacy: Season 1
8.74,8.309,182028,7115,Through the Ages: A New Story of Civilization
8.36,8.222,12333,27237,Twilight Struggle
8.29,8.152,120677,23998,Terra Mystica
8.54,8.148,187645,8444,Star Wars: Rebellion
9.12,8.141,174430,3764,Gloomhaven
8.33,8.079,169786,15478,Scythe
8.38,8.036,167791,8835,Terraforming Mars
8.19,8.028,173346,20697,7 Wonders Duel
8.18,8.008,102794,17017,Caverna: The Cave Farmers
8.11,7.997,84876,25184,The Castles of Burgundy
8.09,7.983,3076,48067,Puerto Rico
8.39,7.964,115746,6397,War of the Ring (Second Edition)
8.06,7.962,31260,48521,Agricola
8.14,7.941,96848,18330,Mage Knight Board Game
8.09,7.926,25613,15376,Through the Ages: A Story of Civilization
8.15,7.925,170216,13758,Blood Rage
8.20,7.896,164153,11188,Star Wars: Imperial Assault
7.94,7.864,2651,42262,Power Grid
8.01,7.857,72125,20384,Eclipse
8.31,7.855,205059,6538,Mansions of Madness: Second Edition
8.38,7.844,209010,4872,Mechs vs. Minions
8.02,7.840,121921,18224,Robinson Crusoe: Adventures on the Cursed Island
8.28,7.834,193738,5223,Great Western Trail
8.42,7.830,205637,5323,Arkham Horror: The Card Game
8.29,7.824,175914,5099,Food Chain Magnate
8.00,7.820,124742,20399,Android: Netrunner
8.01,7.813,28720,10725,Brass: Lancashire
7.93,7.809,35677,18992,Le Havre
8.07,7.804,164928,8593,Orléans
7.90,7.795,178900,30231,Codenames
7.94,7.794,126163,17957,Tzolk'in: The Mayan Calendar
8.04,7.792,146508,10499,T.I.M.E Stories
8.20,7.769,183394,5361,Viticulture Essential Edition
7.98,7.759,124361,10088,Concordia
7.94,7.754,122515,11853,Keyflower
7.84,7.748,68448,52142,7 Wonders
7.99,7.729,171623,9155,The Voyages of Marco Polo
7.86,7.726,18602,21876,Caylus
7.86,7.710,150376,23156,Dead of Winter: A Crossroads Game
7.94,7.710,146021,16424,Eldritch Horror
7.92,7.707,12493,15094,Twilight Imperium (Third Edition)
7.83,7.694,163412,18850,Patchwork
7.86,7.687,62219,12975,Dominant Species
7.85,7.686,132531,14440,Roll for the Galaxy
7.83,7.685,157354,17507,Five Tribes
7.77,7.683,28143,34450,Race for the Galaxy
7.80,7.683,110327,29187,Lords of Waterdeep
8.29,7.680,177736,3879,A Feast for Odin
7.81,7.675,93,18508,El Grande
7.79,7.671,40834,23253,Dominion: Intrigue
7.88,7.665,103885,16924,Star Wars: X-Wing Miniatures Game
7.77,7.640,37111,25520,Battlestar Galactica
8.22,7.635,159675,3554,Fields of Arle
7.70,7.607,36218,56282,Dominion
7.85,7.605,2511,9121,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases
7.83,7.596,144733,9002,Russian Railroads
8.01,7.594,172386,5008,Mombasa
7.72,7.594,42,20230,Tigris & Euphrates
7.81,7.594,102680,9741,Trajan
7.67,7.585,30549,62923,Pandemic
8.07,7.582,194655,4715,Santorini
7.76,7.580,73439,11308,Troyes
7.74,7.573,155426,13323,Castles of Mad King Ludwig
7.81,7.572,521,7685,Crokinole
7.80,7.571,104162,14665,Descent: Journeys in the Dark (Second Edition)
7.82,7.559,9609,8939,War of the Ring (first edition)
7.72,7.551,128882,16081,The Resistance: Avalon
8.00,7.547,155068,5057,Arcadia Quest
7.74,7.542,103343,17890,A Game of Thrones: The Board Game (Second Edition)
7.78,7.540,127023,9322,Kemet
7.63,7.538,34635,30663,Stone Age
7.77,7.533,161970,9934,Alchemists
7.87,7.526,146652,6485,Legendary Encounters: An Alien Deck Building Game
7.78,7.523,70149,7549,Ora et Labora
8.05,7.522,125153,3704,The Gallerist
7.76,7.512,126042,8192,Nations
7.64,7.504,123260,14901,Suburbia
7.80,7.500,14105,6831,Commands & Colors: Ancients
7.64,7.499,147020,18763,Star Realms
7.71,7.492,17133,9444,Railways of the World
8.06,7.491,175155,3827,Forbidden Stars
8.02,7.489,91,3609,Paths of Glory
7.59,7.483,14996,35850,Ticket to Ride: Europe
7.68,7.481,43111,11258,Chaos in the Old World
7.92,7.473,21050,4364,Combat Commander: Europe
7.63,7.463,148949,12424,Istanbul
7.61,7.461,39463,19003,Cosmic Encounter
7.68,7.455,27833,8027,Steam
7.78,7.450,128621,6099,Viticulture
7.64,7.448,9216,9641,Goa
7.64,7.437,77423,14921,The Lord of the Rings: The Card Game
7.54,7.432,148228,29834,Splendor
7.70,7.432,4098,6743,Age of Steam
7.59,7.432,555,13145,The Princes of Florence
7.81,7.431,146886,4832,La Granja
7.97,7.429,176189,4713,Zombicide: Black Plague
7.64,7.425,43015,8428,Hansa Teutonica
7.55,7.420,54043,18528,Jaipur
7.57,7.419,104006,13809,Village
7.81,7.416,101721,6038,Mage Wars Arena
7.67,7.416,31627,8055,Ticket to Ride: Nordic Countries
7.67,7.414,188,11550,Go
7.61,7.413,215,10599,Tichu
8.04,7.409,201808,3493,Clank!: A Deck-Building Adventure
7.59,7.406,154203,12375,Imperial Settlers
7.53,7.392,10630,19418,Memoir '44
7.64,7.391,129437,12610,Legendary: A Marvel Deck Building Game
7.48,7.389,9209,48564,Ticket to Ride
7.83,7.387,234,4317,Hannibal: Rome vs. Carthage
7.62,7.380,93260,8707,Summoner Wars: Master Set
7.58,7.379,20551,10499,Shogun
7.59,7.377,140620,8754,Lewis & Clark
7.47,7.373,31481,20782,Galaxy Trucker
7.85,7.373,171131,4160,Captain Sonar
7.94,7.372,146439,3545,BattleLore (Second Edition)
7.59,7.372,22545,8888,Age of Empires III: The Age of Discovery
7.59,7.372,97207,8683,Dungeon Petz
7.63,7.369,24181,7205,Imperial
7.53,7.362,38453,11876,Space Alert
7.70,7.358,59294,6478,Runewars
7.54,7.353,54998,12192,Cyclades
7.47,7.353,12,15446,Ra
7.68,7.351,7854,5370,YINSH
7.53,7.344,181304,12299,Mysterium
7.61,7.341,127060,6532,Bora Bora
7.68,7.340,172818,5614,Above and Below
7.50,7.337,19857,10915,Glory to Rome
7.44,7.335,822,67547,Carcassonne
7.50,7.330,48726,11371,Alien Frontiers
7.62,7.327,118048,6072,Targi
7.94,7.327,17392,2911,Here I Stand
7.43,7.320,41114,25741,The Resistance
8.07,7.320,25021,2301,Sekigahara: The Unification of Japan
7.53,7.319,92828,9963,Dixit Odyssey
7.47,7.319,108745,14018,Seasons
7.59,7.311,66589,6123,Navegador
7.51,7.310,77130,11416,Sid Meier's Civilization: The Board Game
7.77,7.308,182874,3875,Grand Austria Hotel
8.15,7.304,155873,2056,Power Grid Deluxe: Europe/North America
7.56,7.303,27708,6971,1960: The Making of the President
7.50,7.301,119890,9114,Agricola: All Creatures Big and Small
7.81,7.300,421,3360,1830: Railways & Robber Barons
7.74,7.300,54138,4014,Imperial 2030
7.52,7.298,176494,8541,Isle of Skye: From Chieftain to King
7.44,7.298,463,23016,Magic: The Gathering
7.72,7.297,181279,4580,Fury of Dracula (third edition)
7.66,7.292,1,4509,Die Macher
7.44,7.284,3,12059,Samurai
8.92,7.282,55690,1984,Kingdom Death: Monster
7.61,7.280,36932,5622,Claustrophobia
7.46,7.278,45315,10751,Dungeon Lords
7.36,7.276,40692,43445,Small World
7.87,7.271,15985,3016,Blood Bowl: Living Rulebook
8.01,7.271,163745,2740,Star Wars: Armada
7.42,7.270,760,12269,Battle Line
8.11,7.269,123123,2167,BattleCON: Devastation of Indines
7.49,7.265,59959,9042,Letters from Whitechapel
7.36,7.265,39856,31365,Dixit
7.70,7.256,40765,3949,Clash of Cultures
7.48,7.255,124708,10909,Mice and Mystics
7.49,7.252,136888,7109,Bruges
7.72,7.251,192291,3954,Sushi Go Party!
7.39,7.248,37046,14221,Ghost Stories
7.59,7.247,198773,5115,Codenames: Pictures
7.66,7.247,176920,4221,Mission: Red Planet (Second Edition)
7.94,7.246,243,2948,Advanced Squad Leader
7.46,7.244,33160,8021,Endeavor
7.45,7.242,25292,9652,Merchants & Marauders
8.12,7.239,193037,2223,Dead of Winter: The Long Night
7.49,7.237,63628,6773,The Manhattan Project
7.32,7.237,129622,36081,Love Letter
7.81,7.235,82222,3288,Xia: Legends of a Drift System
7.34,7.230,2655,20155,Hive
7.57,7.227,54625,5880,Space Hulk (third edition)
7.35,7.226,70919,20124,Takenoko
7.40,7.226,25554,9929,Notre Dame
7.45,7.225,21241,9828,Neuroshima Hex!
7.57,7.225,105134,5527,Risk Legacy
7.61,7.219,121,4576,Dune
7.36,7.218,5,15258,Acquire
7.41,7.218,31594,8258,In the Year of the Dragon
7.31,7.217,70323,36731,King of Tokyo
7.58,7.216,144344,4549,Rococo
7.49,7.215,143693,5870,Glass Road
8.23,7.214,198928,1758,Pandemic Iberia
7.52,7.214,71,6193,Civilization
7.35,7.209,157969,15308,Sheriff of Nottingham
7.86,7.206,163068,2604,Trickerion: Legends of Illusion
7.34,7.206,54,13736,Tikal
7.79,7.202,109276,2825,Kanban: Automotive Revolution
7.77,7.197,19777,2698,Indonesia
7.57,7.196,156129,4612,Deception: Murder in Hong Kong
7.44,7.193,46213,6857,Telestrations
7.30,7.192,8217,18787,San Juan
7.33,7.192,9217,12443,Saint Petersburg
7.70,7.190,172287,3404,Champions of Midgard
7.35,7.185,15987,30189,Arkham Horror
7.42,7.184,21348,7751,Ticket to Ride: Märklin
7.33,7.182,2653,13777,Survive: Escape from Atlantis!
8.34,7.182,185343,1574,Anachrony
7.36,7.181,147949,11338,One Night Ultimate Werewolf
7.32,7.181,24480,13181,The Pillars of the Earth
7.44,7.180,79828,6250,A Few Acres of Snow
7.44,7.173,55670,5799,Macao
7.39,7.169,90137,8184,Blood Bowl: Team Manager – The Card Game
7.83,7.167,155821,2816,Inis
7.78,7.167,73171,2864,Earth Reborn
7.98,7.165,40354,1935,Maria
7.39,7.164,39683,7190,At the Gates of Loyang
7.40,7.163,25417,8638,BattleLore
7.40,7.158,83330,10621,Mansions of Madness
7.48,7.156,96913,4833,Lancaster
7.83,7.155,13122,2225,Antiquity
7.65,7.155,160477,3504,Onitama
7.76,7.154,875,2497,Roads & Boats
7.48,7.154,176396,5245,Quadropolis
7.34,7.153,66188,8882,Fresco
7.57,7.152,712,4504,Blood Bowl (Third Edition)
7.51,7.151,18833,4544,Lord of the Rings: The Confrontation
7.82,7.149,128996,2384,1775: Rebellion
7.30,7.147,118,11471,Modern Art
7.35,7.146,102652,11087,Sentinels of the Multiverse
7.42,7.144,65781,5518,London
7.36,7.143,66362,7124,Glen More
7.28,7.143,136063,14881,Forbidden Desert
7.36,7.138,5404,7225,Amun-Re
7.28,7.137,100901,13842,Flash Point: Fire Rescue
7.35,7.136,17226,10295,Descent: Journeys in the Dark
8.04,7.134,139976,2124,Cthulhu Wars
7.42,7.133,150658,5742,Pandemic: The Cure
7.35,7.130,133038,9652,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set
7.21,7.126,98778,23937,Hanabi
7.83,7.123,154809,2198,Nippon
7.26,7.122,13,68126,Catan
7.37,7.121,97786,7122,Small World Underground
7.66,7.121,144592,2897,Bruxelles 1893
7.24,7.119,27162,15271,Kingsburg
7.22,7.116,172,15667,For Sale
7.42,7.116,11170,6940,Heroscape Master Set: Rise of the Valkyrie
7.51,7.115,137408,3928,Amerigo
7.46,7.113,58421,4345,Egizia
7.92,7.113,169255,2259,A Game of Thrones: The Card Game (Second Edition)
7.54,7.111,42052,3619,Vinhos
7.51,7.108,116998,4082,Thunderstone Advance: Towers of Ruin
7.26,7.106,63888,10942,Innovation
7.97,7.105,182631,1850,Star Realms: Colony Wars
7.79,7.104,36553,2175,Time's Up! Title Recall!
7.43,7.103,105551,5153,Archipelago
7.57,7.101,3685,3403,Hammer of the Scots
7.67,7.100,172081,2794,Burgle Bros.
7.39,7.096,163967,5954,Tiny Epic Galaxies
7.33,7.091,127398,7893,Legends of Andor
7.97,7.090,62222,1817,Commands & Colors: Napoleonics
7.41,7.090,138161,6947,Firefly: The Game
7.38,7.087,90419,5414,Airlines Europe
7.33,7.086,475,6231,Taj Mahal
8.05,7.085,146791,2100,Shadows of Brimstone: City of the Ancients
7.27,7.084,125618,8947,Libertalia
7.25,7.083,34219,9990,Biblios
7.24,7.082,158899,12062,Colt Express
7.32,7.081,113924,11091,Zombicide
7.59,7.080,62227,3187,"Labyrinth: The War on Terror, 2001 – ?"
7.48,7.079,128671,4725,Spartacus: A Game of Blood & Treachery
7.41,7.076,141572,4719,Paperback
7.29,7.074,34119,8693,Tales of the Arabian Nights
7.40,7.073,162082,4683,Deus
7.35,7.070,171668,5816,The Grizzled
7.29,7.070,27173,6801,Vikings
7.29,7.069,6472,9341,A Game of Thrones (first edition)
7.37,7.068,39351,4734,Automobile
7.51,7.066,9625,3410,Struggle of Empires
7.37,7.066,163968,5107,Elysium
7.67,7.065,166669,2503,San Juan (second edition)
7.62,7.065,188834,3676,Secret Hitler
7.15,7.063,50,26861,Lost Cities
7.53,7.063,3307,3287,Wallenstein (first edition)
7.25,7.058,43570,9017,Friday
7.15,7.058,478,37802,Citadels
7.29,7.057,155703,7145,Evolution
7.35,7.055,133848,5759,Euphoria: Build a Better Dystopia
7.31,7.054,39938,5730,Carson City
8.15,7.054,205359,1737,Star Wars: Destiny
7.20,7.054,166384,10488,Spyfall
8.16,7.053,183562,1400,Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set
7.27,7.053,97842,6783,Last Will
7.64,7.053,119506,2491,Freedom: The Underground Railroad
7.66,7.048,161614,2576,Stockpile
7.51,7.047,140603,3195,Francis Drake
7.44,7.047,128271,3764,Ginkgopolis
7.55,7.047,1513,3371,The Republic of Rome
7.25,7.045,150,7589,PitchCar
7.17,7.045,9674,12952,Ingenious
7.65,7.043,192457,2633,Cry Havoc
7.16,7.042,15062,20328,Shadows over Camelot
7.15,7.042,18,19411,RoboRally
7.26,7.041,15363,7585,Nexus Ops
7.66,7.037,95527,2384,Madeira
7.62,7.037,181521,3017,Warhammer Quest: The Adventure Card Game
7.93,7.032,192458,1763,51st State: Master Set
7.39,7.032,159508,4236,AquaSphere
7.33,7.031,155987,5337,Abyss
7.49,7.031,121288,3409,Dixit: Journey
7.34,7.030,22827,6058,StarCraft: The Board Game
7.49,7.030,42776,3780,Gears of War: The Board Game
7.15,7.029,133473,17787,Sushi Go!
7.39,7.028,65532,4560,Defenders of the Realm
7.37,7.027,134726,5041,Smash Up: Awesome Level 9000
7.84,7.026,586,1870,Up Front
7.33,7.026,50750,4973,Belfort
7.63,7.023,167400,2985,Ashes: Rise of the Phoenixborn
7.47,7.018,119432,3215,Snowdonia
7.98,7.018,18098,1527,Napoleon's Triumph
7.13,7.017,21790,15192,Thurn and Taxis
7.56,7.015,24800,2819,Conflict of Heroes: Awakening the Bear! – Russia 1941-42
7.43,7.014,2346,3599,DVONN
7.26,7.013,121408,5903,Trains
7.90,7.012,26997,1626,1989: Dawn of Freedom
7.34,7.009,58281,5032,Summoner Wars
7.12,7.009,131357,20921,Coup
7.90,7.008,198994,1834,Hero Realms
7.39,7.005,113997,3884,Tajemnicze Domostwo
7.57,7.003,36235,2708,The Duke
7.68,7.001,31999,2120,TZAAR
8.00,7.000,151347,1619,Millennium Blades
7.23,6.998,31730,5945,Chicago Express
7.43,6.996,155624,3482,Specter Ops
7.58,6.992,79127,2740,Star Trek: Fleet Captains
7.19,6.991,160499,8603,King of New York
7.35,6.991,1353,3934,Time's Up!
7.32,6.990,20437,4411,Lords of Vegas
7.57,6.990,163166,2596,One Night Ultimate Werewolf Daybreak
7.33,6.989,148575,4732,Marvel Dice Masters: Avengers vs. X-Men
7.18,6.986,30869,7662,Thebes
8.10,6.985,28181,1246,Combat Commander: Pacific
8.08,6.985,144189,1351,Fire in the Lake
7.71,6.984,128780,1961,Pax Porfiriana
7.21,6.984,27746,6957,Colosseum
8.01,6.983,176734,1457,The Manhattan Project: Energy Empire
7.35,6.982,143519,4276,Quantum
7.07,6.982,11,28502,Bohnanza
7.23,6.981,47,5884,Chinatown
7.20,6.980,20963,8210,Fury of Dracula (second edition)
7.40,6.977,70512,3271,Luna
7.78,6.976,9823,1949,Advanced Squad Leader: Starter Kit #1
7.70,6.970,151022,1937,Baseball Highlights: 2045
7.11,6.969,153938,12266,Camel Up
7.99,6.969,182134,1523,Evolution: Climate
7.37,6.967,140934,3666,Arboretum
7.15,6.965,4390,9631,Carcassonne: Hunters and Gatherers
7.22,6.965,15364,5445,Vegas Showdown
7.37,6.965,103886,4267,Star Wars: The Card Game
7.14,6.964,10547,21968,Betrayal at House on the Hill
7.55,6.964,137988,2869,Zombicide Season 2: Prison Outbreak
7.99,6.963,135219,1440,The Battle of Five Armies
7.23,6.963,110277,5163,Among the Stars
7.68,6.962,38996,1927,Washington's War
7.59,6.962,192153,2698,Pandemic: Reign of Cthulhu
7.35,6.961,126792,3757,Myrmes
7.61,6.959,82421,2200,Summoner Wars: Phoenix Elves vs Tundra Orcs
7.22,6.959,3201,5891,Lord of the Rings: The Confrontation
7.18,6.959,30380,6978,Cuba
7.13,6.959,42215,8309,Tobago
7.10,6.958,113294,11556,Escape: The Curse of the Temple
7.66,6.958,82420,2042,Summoner Wars: Guild Dwarves vs Cave Goblins
7.18,6.954,88,6999,Torres
8.11,6.953,150997,1445,Shadows of Brimstone: Swamps of Death
7.40,6.953,31563,3426,Middle-Earth Quest
7.04,6.953,6249,21456,Alhambra
7.09,6.952,21763,11847,Mr. Jack
7.46,6.949,2163,3191,Space Hulk
7.33,6.947,191862,3858,Imhotep
7.34,6.946,183251,3611,Karuba
7.14,6.946,68425,7453,Eminent Domain
7.04,6.946,12942,14571,No Thanks!
7.42,6.945,158275,3068,Marvel Dice Masters: Uncanny X-Men
7.19,6.943,24508,6060,Taluva
7.47,6.942,65901,2605,Age of Industry
7.86,6.939,170042,1642,Raiders of the North Sea
7.19,6.939,91312,6935,Discworld: Ankh-Morpork
7.10,6.939,28023,10427,Jamaica
7.30,6.938,372,3784,Schotten Totten
7.68,6.938,160495,1884,ZhanGuo
7.39,6.935,168584,3377,Love Letter: Batman
7.50,6.935,117915,2572,Yedo
7.32,6.934,41002,3733,Vasco da Gama
7.33,6.933,35570,3452,Tinners' Trail
7.27,6.933,47185,5039,Warhammer: Invasion
8.09,6.932,41066,1203,Virgin Queen
7.14,6.931,22345,7042,Yspahan
7.42,6.930,162007,2973,Steampunk Rally
7.39,6.928,55600,2938,Shipyard
7.09,6.927,171,20268,Chess
7.52,6.926,177639,2400,Raptor
7.57,6.924,12891,2204,Friedrich
7.35,6.922,91872,4147,Dungeons & Dragons: The Legend of Drizzt Board Game
7.06,6.918,37904,12236,Formula D
7.29,6.918,172308,3641,Broom Service
7.14,6.912,73761,6492,K2
7.05,6.912,503,10567,Through the Desert
7.25,6.912,94,3938,Union Pacific
7.75,6.911,111341,1601,The Great Zimbabwe
7.29,6.911,43528,3678,World Without End
7.09,6.910,123540,10600,Tokaido
7.15,6.909,46,5735,Medici
7.03,6.909,107529,13291,Kingdom Builder
7.14,6.909,13004,6005,The Downfall of Pompeii
7.75,6.909,156689,1809,Legendary: Villains – A Marvel Deck Building Game
7.21,6.908,163602,5000,XCOM: The Board Game
8.42,6.907,200680,997,Agricola (revised edition)
7.26,6.904,146278,3986,Tash-Kalar: Arena of Legends
7.52,6.904,180511,2213,Shakespeare
7.79,6.904,174785,1646,Mare Nostrum: Empires
7.48,6.903,1035,2684,Squad Leader
7.25,6.903,30957,3934,Tribune: Primus Inter Pares
7.32,6.900,26566,3055,Homesteaders
7.59,6.900,84419,2022,Space Empires: 4X
7.63,6.899,27976,2013,Heroscape Master Set: Swarm of the Marro
7.44,6.899,151004,2737,Smash Up: Science Fiction Double Feature
7.41,6.895,131287,2535,Panamax
7.10,6.894,155362,7244,Ca$h 'n Guns (Second Edition)
8.00,6.894,192836,1265,The Colonists
8.48,6.894,175640,838,Vinhos Deluxe Edition
7.81,6.893,144797,1487,Argent: The Consortium
8.08,6.893,160010,1607,Conan
7.48,6.892,2181,2602,Bridge
8.13,6.891,132028,1144,Conflict of Heroes: Awakening the Bear! (second edition)
7.17,6.891,12962,4604,Reef Encounter
7.16,6.889,156009,5323,Port Royal
7.17,6.887,137269,4651,Spyrium
7.37,6.884,156336,2976,Onirim (second edition)
7.67,6.883,139898,1680,Brew Crafters
7.48,6.883,204583,2392,Kingdomino
7.31,6.882,528,3265,ZÈRTZ
7.80,6.881,69779,1503,Polis: Fight for the Hegemony
7.15,6.880,1345,5460,Genoa
7.02,6.880,100423,15377,Elder Sign
7.99,6.878,189932,1276,Tyrants of the Underdark
8.34,6.876,158889,953,Summoner Wars: Alliances Master Set
7.03,6.876,143741,10650,BANG! The Dice Game
7.06,6.873,12002,7306,Jambo
7.35,6.871,194607,3010,Mystic Vale
7.17,6.867,9440,4468,Maharaja: The Game of Palace Building in India
7.32,6.866,143515,2999,Coal Baron
6.97,6.864,5782,13830,Coloretto
7.31,6.864,491,3049,Web of Power
7.25,6.862,98351,3309,Core Worlds
7.38,6.859,148319,2648,Tragedy Looper
7.20,6.859,169124,3954,Flick 'em Up!
7.06,6.858,21882,6750,Blue Moon City
7.63,6.858,156943,1657,Saint Petersburg (second edition)
7.21,6.858,12902,3792,Carcassonne: The City
7.40,6.858,85897,2420,Thunderstone: Dragonspire
7.81,6.857,111799,1367,Cuba Libre
7.05,6.857,69789,8798,Ascension: Deckbuilding Game
7.09,6.856,7717,6429,Carcassonne: The Castle
7.37,6.856,108784,2799,Ascension: Storm of Souls
7.19,6.854,1041,3815,San Marco
7.67,6.853,199042,1960,Harry Potter: Hogwarts Battle
7.15,6.850,8125,4312,Santiago
7.27,6.849,45986,3116,Stronghold
7.27,6.848,52461,3060,Legacy: The Testament of Duke de Crecy
8.16,6.847,191189,1233,Aeon's End
7.06,6.847,483,9877,Diplomacy
7.11,6.847,13642,4986,Louis XIV
7.56,6.847,939,1883,Star Wars: The Queen's Gambit
6.99,6.847,20100,10050,Wits & Wagers
7.22,6.846,106217,3358,Hawaii
7.12,6.846,168435,4900,Between Two Cities
8.39,6.846,130960,881,Triumph & Tragedy
8.23,6.845,29603,965,D-Day at Omaha Beach
7.22,6.844,66356,4509,Dungeons & Dragons: Wrath of Ashardalon Board Game
7.27,6.840,156566,2949,Lords of Xidit
7.01,6.839,53953,9011,Thunderstone
7.03,6.838,29368,12046,Last Night on Earth: The Zombie Game
7.23,6.837,180974,3530,Potion Explosion
6.94,6.836,2453,16930,Blokus
7.44,6.834,108906,2222,Thunder Alley
8.06,6.831,173442,1025,Empires: Age of Discovery
7.33,6.830,119788,2779,Hyperborea
7.22,6.830,240,3593,Britannia
7.26,6.827,72225,2949,CO₂
7.35,6.826,95064,2688,Ascension: Return of the Fallen
7.06,6.825,40628,5611,Finca
7.07,6.824,92415,5572,Skull
7.13,6.821,19600,4302,Antike
7.46,6.821,1301,2119,Netrunner
7.26,6.820,129948,2800,The Palaces of Carrara
7.78,6.820,38823,1351,Conflict of Heroes: Storms of Steel! – Kursk 1943
7.61,6.818,181530,1827,Runebound (Third Edition)
7.14,6.816,171499,4082,Cacao
7.02,6.816,161417,6453,Red7
7.60,6.816,162286,1591,Super Motherload
7.39,6.816,67492,2385,Battles of Westeros
7.86,6.815,89409,1256,BattleCON: War of Indines
7.10,6.815,554,4650,La Città
6.99,6.813,71721,9702,Space Hulk: Death Angel – The Card Game
7.07,6.812,117959,4993,Las Vegas
6.98,6.810,147151,8132,Concept
7.24,6.806,145659,2925,Scoville
7.25,6.805,131646,2908,Merchant of Venus (second edition)
7.18,6.805,2955,3416,Mexica
7.25,6.803,22825,3455,Tide of Iron
7.08,6.802,904,4438,Dream Factory
7.78,6.801,132018,1309,Churchill
7.47,6.800,8045,1806,Princes of the Renaissance
7.03,6.800,8051,5957,Attika
7.74,6.799,1822,1387,Wilderness War
7.29,6.798,30645,2571,Tammany Hall
7.47,6.796,160018,1971,Smash Up: Monster Smash
7.48,6.796,168917,1992,Smash Up: Pretty Pretty Smash Up
7.70,6.796,206941,1374,First Class
6.91,6.788,37380,9990,Roll Through the Ages: The Bronze Age
7.23,6.787,171669,2714,Discoveries
7.27,6.786,141517,2535,A Study in Emerald
6.93,6.786,45,9446,Liar's Dice
7.68,6.786,174570,1442,Legendary Encounters: A Predator Deck Building Game
7.32,6.785,55427,2361,Mr. Jack in New York
7.13,6.784,60,3716,Vinci
7.09,6.783,122298,4478,Morels
6.99,6.781,173,7089,Formula Dé
7.01,6.779,2398,6145,Cribbage
7.49,6.779,156776,2043,"Warhammer 40,000: Conquest"
7.07,6.777,66505,4081,The Speicherstadt
7.95,6.777,165401,1060,Wir sind das Volk!
7.13,6.776,224,3969,History of the World
6.86,6.775,65244,27042,Forbidden Island
7.11,6.775,26990,3568,Container
6.99,6.771,51,6303,Ricochet Robots
7.13,6.770,104710,3746,Wiz-War (eighth edition)
7.16,6.769,104363,3242,Rex: Final Days of an Empire
7.31,6.769,135382,2432,Shadowrun: Crossfire
7.28,6.769,191977,2459,The Castles of Burgundy: The Card Game
7.24,6.766,171273,2673,FUSE
7.38,6.764,98229,1949,Pictomania
6.89,6.764,432,11782,6 nimmt!
7.01,6.761,72287,5178,Mr. Jack Pocket
7.17,6.760,16747,2948,Tumblin-Dice
7.17,6.758,551,3202,Battle Cry
7.00,6.756,38054,4861,Snow Tails
7.03,6.755,699,8249,HeroQuest
7.47,6.754,193558,1661,The Oracle of Delphi
6.88,6.753,27588,11740,Zooloretto
7.28,6.751,50768,2288,Ninjato
7.06,6.749,160851,4464,Lanterns: The Harvest Festival
7.59,6.748,137649,1464,Level 7 [Omega Protocol]
6.89,6.747,122522,16092,Smash Up
6.99,6.744,59946,6926,Dungeons & Dragons: Castle Ravenloft Board Game
7.38,6.743,202408,1917,Adrenaline
7.75,6.741,161866,1376,Zombicide Season 3: Rue Morgue
6.96,6.741,97903,5762,Terror in Meeple City
7.03,6.741,18100,3974,China
7.85,6.741,153016,1065,Telestrations: 12 Player Party Pack
7.02,6.740,15817,4553,Manila
7.29,6.739,104020,2118,Vanuatu
7.40,6.738,94246,1766,1812: The Invasion of Canada
7.03,6.734,2093,5006,Mahjong
7.16,6.733,38159,3032,Ultimate Werewolf: Ultimate Edition
7.04,6.729,25568,3591,Metropolys
7.09,6.728,66056,3713,The Rivals for Catan
7.17,6.726,57390,2737,Catacombs
8.06,6.725,165838,1019,Space Hulk (fourth edition)
7.27,6.725,23094,2186,Planet Steam
7.51,6.725,151007,1609,Pathfinder Adventure Card Game: Skull & Shackles – Base Set
7.10,6.724,35497,3123,Fauna
7.04,6.723,5737,3868,Domaine
6.86,6.720,41,9152,Can't Stop
7.16,6.717,150999,2611,Valley of the Kings
7.30,6.716,17396,2015,Manoeuvre
7.11,6.715,142326,2963,Eight-Minute Empire: Legends
7.57,6.711,177678,1352,Signorie
7.11,6.709,157403,2994,Black Fleet
7.71,6.708,172047,1440,The Others
7.18,6.708,42910,2293,Peloponnes
7.05,6.708,91514,3424,Rhino Hero
6.97,6.706,27364,4412,Caylus Magna Carta
7.09,6.706,71671,3096,Yggdrasil
7.15,6.706,169654,2653,Deep Sea Adventure
7.10,6.705,4099,2798,Keythedral
6.86,6.705,37759,7869,Incan Gold
6.89,6.704,327,6640,Loopin' Louie
6.98,6.703,124,4244,Primordial Soup
7.13,6.701,175117,2883,Celestia
7.05,6.699,34084,3308,Witch's Brew
7.41,6.698,1634,2003,Warhammer Quest
7.83,6.697,68264,1039,No Retreat! The Russian Front
7.14,6.692,136991,2661,Loony Quest
6.99,6.692,121410,4066,Steam Park
7.81,6.691,156546,1024,Monikers
6.82,6.691,25669,10457,Qwirkle
7.03,6.691,37628,3266,Haggis
7.44,6.691,72321,1609,The Networks
7.19,6.690,2507,2258,Liberté
6.77,6.690,8203,15335,"Hey, That's My Fish!"
