avg_rate,geek_rate,id,num_votes,title
3.50,N/A,17091,2,Challenge the IRS
N/A,N/A,17092,N/A,Tax Evasion
5.00,N/A,17093,3,Samurai Wargame Rules
6.22,N/A,17094,10,Montcalm & Wolfe
6.67,N/A,17095,6,Starhound
6.33,N/A,17096,3,Plunder
6.25,N/A,17097,4,England Expects
6.08,N/A,17098,12,Challenger 2000
7.45,6.375,17099,793,Mare Nostrum: Mythology Expansion
6.00,N/A,17100,2,Words! Words!
2.00,N/A,17101,2,Postie Game
6.98,N/A,17102,19,War in the West
6.14,N/A,17103,7,Calypso
6.50,N/A,17105,2,Thorough-Bucks
6.33,N/A,17107,3,Milleranagrams
7.45,N/A,17108,10,Arclight
5.60,N/A,17109,3,Fall of Constantinople
4.70,N/A,17110,3,The Gospel of John: Family Board Game
N/A,N/A,17111,N/A,Unispel
N/A,N/A,17112,N/A,Weerwijzer
4.83,N/A,17113,3,Wie doet de Afwas?
5.13,N/A,17114,19,I've Never... The Outrageous Game of Truth
6.75,N/A,17115,2,Borodino
6.00,N/A,17116,1,Stratastar
5.48,N/A,17118,17,Rithmomachy
3.00,N/A,17121,1,Reise-Quiz
6.50,N/A,17123,1,4: The After Dinner Golf Game with Attitude
N/A,N/A,17124,N/A,The Driving Test
5.00,N/A,17126,7,Eiyu Sengoku Jidai
6.88,N/A,17127,4,Sekigahara fierce fight
5.50,N/A,17128,2,Coffee Break
N/A,N/A,17129,N/A,Battlegammon
7.28,N/A,17130,20,Plunder: The Commodore's Game
2.33,N/A,17131,3,Guess How Much I Love You Game
N/A,N/A,17134,N/A,London Rules Wargames Section American Civil War 1863c
3.86,N/A,17135,8,Robots! The Game
3.75,N/A,17137,2,Maya & Miguel Word Scramble
5.67,N/A,17138,9,Allo Allo
3.00,N/A,17139,1,Double your Money
N/A,N/A,17140,N/A,Hunt the Hole
2.00,N/A,17141,1,Every Second Counts
N/A,N/A,17142,N/A,Hell by Starlight
7.20,N/A,17143,15,Ironclads and Ether Flyers
5.38,N/A,17144,13,Barbarossa
3.00,N/A,17145,1,Snake Snack
6.93,N/A,17147,11,Blue Max: An Aces High Expansion
2.00,N/A,17149,1,Silly Stories
6.50,N/A,17150,5,Economaze
5.75,N/A,17151,15,Middle East Combat
7.56,N/A,17152,9,Jo-Jotte
6.94,N/A,17153,19,Semper Fi! Uncommon Valor ATS Upgrade
7.44,N/A,17154,16,ATS Blood & Iron
7.00,N/A,17155,1,The Dartmoor Game
4.63,N/A,17159,29,Survivor: The Game
N/A,N/A,17160,N/A,Sound Effects
4.40,N/A,17163,5,Magnetic State to State
5.50,N/A,17164,6,Micro Fleet: World War II
6.25,N/A,17165,6,Micro Sci-Fi
8.00,N/A,17167,17,Double Some'R'Set
N/A,N/A,17168,N/A,Shopping Center Game
N/A,N/A,17169,N/A,Professor Wacky's Wahoo Word Lab
N/A,N/A,17170,N/A,Frog Pond Fractions Game
N/A,N/A,17171,N/A,Let's Go Shopping Game
N/A,N/A,17172,N/A,Professor Wacky's Neon Number Flash Game
6.67,N/A,17173,3,Chip-O! Game
6.12,N/A,17174,4,Take Four Word Game
2.00,N/A,17175,1,The Iguana Factor Multiplication Game
4.33,N/A,17176,3,Buy It Right Shopping Game
6.00,N/A,17177,1,Pharaoh's Phonics
5.00,N/A,17178,2,Operation Space Chase
N/A,N/A,17179,N/A,Connexxions
5.68,N/A,17181,19,Stad - Land - Rivier
6.79,N/A,17183,21,1001
5.25,N/A,17184,4,Blankety Blank
5.17,N/A,17185,3,ElementO
3.20,N/A,17186,16,Fistful of Power
3.00,N/A,17187,1,Barbie Sparkle Kingdom Game
4.00,N/A,17188,2,The Original Fortune Telling Board Game
6.60,N/A,17190,1,MINT 400 Off Road Game
5.09,N/A,17191,19,Stocks & Shares
4.00,N/A,17192,1,PiQadilly Circus
N/A,N/A,17193,N/A,The Wizard of Menlo Park
2.00,N/A,17194,1,The Wright Brothers
5.78,N/A,17196,9,Extreme Rock Climbers
6.90,N/A,17197,5,Hoplomachia
4.50,N/A,17198,2,Animal Twister
5.83,N/A,17199,3,Link-Up
4.20,N/A,17200,10,Thomas the Tank Engine & Friends Domino Game
3.47,N/A,17201,3,Thomas the Tank Engine & Friends ABC Game
5.00,N/A,17202,3,Space Race Expansion Kit
N/A,N/A,17203,N/A,Trekkers: Genocide
4.33,N/A,17205,3,Bandito
7.00,N/A,17206,1,Doppia Coppia
5.30,N/A,17207,15,Catchpenny
4.40,N/A,17210,28,Robot Rampage:  Rise of the Appliance
4.90,N/A,17212,16,War of the Daleks
N/A,N/A,17213,N/A,Vierzig Vagabunden
5.00,N/A,17214,1,Die Eroberung von Morundir
5.75,N/A,17215,2,Planet Quest
6.74,N/A,17216,17,"Glück, Verstand und Edelsteine"
3.00,N/A,17217,1,Titanic Trivia
N/A,N/A,17218,N/A,The Self-Esteem Game
4.50,N/A,17219,7,Onto the Desert
7.66,N/A,17220,25,Pirates!  Miniature Battles on the High Seas
3.50,N/A,17222,2,Marathon Beginner's
5.00,N/A,17227,4,Yankee Trader
5.67,N/A,17228,3,16!
3.64,N/A,17229,11,Monopoly: Duel Masters
5.63,N/A,17230,18,Stratego: Duel Masters
5.50,N/A,17231,2,The Game of Bombardment
5.10,N/A,17232,2,Mega Raider
6.56,N/A,17233,9,Turn or Burn
4.00,N/A,17234,3,Whickers World
6.25,N/A,17237,17,MechWar 2: Suez to Golan
6.40,N/A,17238,3,MindRings
3.67,N/A,17241,3,Babble
5.50,N/A,17242,4,Star Corps: Call to Battle
5.88,N/A,17243,12,Leviathan
6.60,N/A,17246,5,Pantheon
4.94,N/A,17247,16,You Be the Judge
5.67,N/A,17248,3,18GM: The 18XX GameMaster
3.25,N/A,17249,4,Auburnopoly
4.72,N/A,17251,19,Arne Junior
4.00,N/A,17252,1,Primary Money Chase
3.93,N/A,17253,16,Holey Cow!
4.00,N/A,17254,2,Scooby-doo! Coolsville 500
N/A,N/A,17255,N/A,Scooby-doo! Where Are You?
N/A,N/A,17256,N/A,Math Around The Home
N/A,N/A,17257,N/A,Travel Math
N/A,N/A,17258,N/A,Primary Place Value Chase
N/A,N/A,17259,N/A,Bank Account
4.67,N/A,17260,3,Allowance
5.50,N/A,17261,2,Math and The Beanstalk
3.00,N/A,17262,1,Road Block
N/A,N/A,17263,N/A,Fattoria
6.00,N/A,17264,3,FotoCaccia
5.00,N/A,17265,1,KokkoKid
5.00,N/A,17266,1,KromoSauri
6.76,N/A,17267,25,Laserburn
6.50,N/A,17269,20,The Battle of the Alma
5.67,N/A,17270,3,F*ck This! (Imperialist Warmongers)
6.00,N/A,17271,4,F*ck This! (Keeping It Clean)
6.20,N/A,17272,15,55
N/A,N/A,17273,N/A,Championship Basketball
8.00,N/A,17275,1,Space Insurrection
5.36,N/A,17276,5,Nonsense
7.67,5.706,17277,120,Warmachine: Apotheosis
7.68,5.730,17278,136,Warmachine: Escalation
6.50,N/A,17281,3,Fragrances
6.05,N/A,17283,20,Poker's Wild
N/A,N/A,17285,N/A,Food Fight
4.66,N/A,17286,8,Calamityville
N/A,N/A,17287,N/A,Catch That Kiwi
6.50,N/A,17288,2,Exploration: The Seismic Game of Oil and Gas
N/A,N/A,17289,N/A,Stellar Journey
3.00,N/A,17290,1,People & Places in The Book
4.00,N/A,17291,1,"Can't Cook, Won't Cook"
6.50,N/A,17292,4,Limbo
4.67,N/A,17293,3,Delta Force
7.14,N/A,17294,7,Prehistoric Settlements
4.00,N/A,17295,2,Operation Husky
N/A,N/A,17296,N/A,Dino-Czars
4.00,N/A,17297,1,Little Polar Bear Memory Game
N/A,N/A,17299,N/A,The Great Gumball Game
5.00,N/A,17300,6,The Masters of the Universe Role Playing Game
5.33,N/A,17301,3,Nobunaga Fuun-roku
5.00,N/A,17302,1,Champion of the East
5.00,N/A,17303,1,Hero of the West
N/A,N/A,17304,N/A,Chu Han War BC 206-203
6.00,N/A,17305,2,Mobile Suit Gundam ZZ: Dakar
6.67,N/A,17306,3,Hideyoshi Gunki
4.75,N/A,17307,4,Combined Fleet
6.38,N/A,17308,4,Yukimura Gaiden
4.00,N/A,17309,1,Height 203
7.00,N/A,17310,2,Midgard
5.00,N/A,17311,2,"The Siege of Osaka, Summer campaign"
4.83,N/A,17312,3,Saga
5.50,N/A,17313,21,Auf Zack!!
4.00,N/A,17314,1,Billo
4.72,N/A,17315,13,Ping Win
4.86,N/A,17316,7,Strategy: The Game of Armies
6.87,N/A,17317,10,Claydonia Conquers the World!
7.50,N/A,17319,1,Boris Karloff's Monster Game
5.00,N/A,17320,1,Wolfman Mystery Game
5.00,N/A,17321,2,Celebrity Monstars
N/A,N/A,17324,N/A,Decimeter Game
7.50,N/A,17325,2,Winner's Eye View
N/A,N/A,17326,N/A,Princess's Court
N/A,N/A,17327,N/A,Mestieri
5.50,N/A,17328,1,Kroko-Ei
4.40,N/A,17330,5,Oscar: The Film Star's Rise to Fame
5.00,N/A,17331,4,Sovereign Seas Lite
5.75,N/A,17332,2,Combat Operations
6.39,N/A,17333,9,Eddie Cantor's Game: Tell It to the Judge
4.00,N/A,17334,1,Consequences
7.14,N/A,17335,7,Hard Vacuum: War's End
5.00,N/A,17337,3,Life Begins at 40
5.20,N/A,17338,10,Hullabaloo
6.33,N/A,17339,3,Stars and Stripes: Intelligence Handbook on US Armored and Infantry Forces
7.44,N/A,17340,11,Stalingrad: Intelligence Handbook on Soviet and German Infantry Forces
7.40,N/A,17341,5,Desert Fox
7.12,N/A,17342,4,Diving Eagles
6.25,N/A,17343,4,Desert Rats
6.75,N/A,17344,4,Old Ironsides
6.72,N/A,17345,11,City State Warfare
6.00,N/A,17346,1,Moon Race
4.57,N/A,17347,15,Champions
5.54,N/A,17348,23,InuYasha TCG
7.00,N/A,17349,1,Gorilla Warfare
6.00,N/A,17351,2,IQuest
5.00,N/A,17353,1,Acquisition
6.33,N/A,17354,15,Fanhunter Freak Trivia
5.00,N/A,17356,2,Ancient Naval Wargames Rules: 500 BC to AD 500
N/A,N/A,17357,N/A,Napoleonic Period 5mm Wargames Rules
4.00,N/A,17358,1,"5mm Wargame Rules for Ancient Land Battles, Sieges and Naval Engagements"
N/A,N/A,17359,N/A,Special Forces: Modern Infantry Skirmish Rules
6.00,N/A,17360,1,Riot: Revolting People from Watt Tyler to Watts
3.00,N/A,17361,1,The Necromancer's Bane
6.70,N/A,17362,4,TG3
N/A,N/A,17363,N/A,Straight Arrow
5.33,N/A,17364,3,Never Mind the Buzzcocks
N/A,N/A,17365,N/A,Black Belt: The Karate Game
3.89,N/A,17366,9,Fun-in-a-Box: The Dr. Seuss Matching Game
6.00,N/A,17367,4,Fullmetal Alchemist: Alchemic Card Battle TCG
6.60,N/A,17368,10,Extra Innings Baseball
7.65,N/A,17369,20,Baraque de Fraiture: The Battle for Parker's Crossroads
7.09,N/A,17370,11,Neither Fear Nor Hope!
7.92,N/A,17371,12,High Ground!
4.50,N/A,17372,1,Blue-Light Manual
6.20,N/A,17373,5,Condottieri
7.40,N/A,17374,5,Red Baron
6.50,N/A,17375,3,Za! 30 minutes or free
4.00,N/A,17376,2,Pokémon Build 'n Battle
N/A,N/A,17377,N/A,Chem Trak
7.00,N/A,17378,2,Missão Estratégica
7.02,N/A,17379,22,WWII Micro Armour: The Game
4.88,N/A,17380,8,Skull & Crossbones
6.00,N/A,17381,4,Count Coup: An Anthropological Board Game of North American Indian Ways
3.60,N/A,17383,5,Panzer Commander Afrika
2.00,N/A,17384,1,His 'N' Hers
7.58,N/A,17385,6,Da Bai Fen
4.00,N/A,17386,2,Battlestorm
N/A,N/A,17387,N/A,Fire! Fire!
6.60,N/A,17388,5,Where the Iron Crosses Grow
7.50,N/A,17389,4,White Star Rising
6.83,N/A,17390,6,Blaze Across the Sands
7.46,N/A,17391,10,Hitler's Fire Brigade
6.83,5.547,17398,33,1825 Regional Kit R1: Wales
6.97,5.550,17399,32,1825 Regional Kit R2: South West England
6.91,5.550,17400,33,1825 Regional Kit R3: North Norfolk
6.00,N/A,17402,2,Where in the Wild?
7.00,N/A,17403,1,Meander Expansion Set
N/A,N/A,17406,N/A,The Evolution Game
4.50,N/A,17407,20,For the Record: 80's & 90's Edition
5.12,N/A,17408,4,Border Patrol
7.56,N/A,17410,16,Dieppe
N/A,N/A,17411,N/A,Haggle
N/A,N/A,17412,N/A,Honey Bee
N/A,N/A,17413,N/A,Humps & Horns Rodeo Board Game
6.42,N/A,17414,8,Fraggle Rock Game
4.75,N/A,17415,4,RoboCop VCR Game
5.25,N/A,17416,12,Avoiding Alan
N/A,N/A,17417,N/A,Mr. Cadbury's Parrot Game
7.50,N/A,17418,2,Boomtown Houston
7.87,6.634,17419,937,CATAN 3D Collector's Edition
5.56,N/A,17420,24,"Rette sich, wer kann!"
3.05,N/A,17421,11,Monopoly: Coronation Street
3.25,N/A,17422,4,Twin Cities in a Box
N/A,N/A,17423,N/A,Sneak-a-Snack
3.25,N/A,17424,4,The Nitrate War
4.17,N/A,17425,6,Europe 1483
7.30,N/A,17426,10,Stalingrad! Valor of the 37th Guards
7.79,N/A,17427,24,The Stonne Heights
6.63,N/A,17428,26,Gembloux: The Feint
7.22,N/A,17429,21,Fortress
6.38,N/A,17431,29,Arnhem: The Third Bridge
6.00,N/A,17432,8,The Sunrise Bridge
5.60,N/A,17434,5,Armored Stand
6.04,N/A,17435,13,Cemetery Hill
6.97,N/A,17436,15,Scotland the Brave
7.00,N/A,17437,14,Scotland the Brave II
7.53,N/A,17438,16,Genesis 48: The First Arab-Israeli War
N/A,N/A,17439,N/A,Smart A$$
2.75,N/A,17440,8,Pimps and Ho's
6.46,N/A,17441,11,Dyade
N/A,N/A,17442,N/A,Kung Fu
N/A,N/A,17443,N/A,Buzzball
3.00,N/A,17444,1,Jätinlinnan Ryöstö
4.00,N/A,17445,1,American Trivia Game: Spirit of the United States
4.00,N/A,17446,1,Triple Up
3.00,N/A,17447,4,Jackpot
6.12,N/A,17452,21,The Black Prince
6.32,N/A,17453,17,Die Tour
5.00,N/A,17454,1,Market
N/A,N/A,17455,N/A,Plaza
5.46,N/A,17456,14,Honey Tree
2.90,N/A,17459,10,Flug um die Welt mit Lufthansa
5.33,N/A,17460,3,Fun Fair
5.50,N/A,17461,2,Ducklings
4.69,N/A,17462,8,Picnic
8.00,N/A,17463,1,"Noddy, The Big Day Out"
7.02,5.553,17466,33,1825 Extension Kit K1: Supplementary Tiles
6.73,N/A,17467,26,1825 Extension Kit K2: Advanced Trains
6.76,N/A,17468,23,1825 Extension Kit K3: Phase Four
6.96,5.553,17469,34,1825 Extension Kit K5: Minor Companies for Unit 2
6.43,N/A,17470,23,1825 Extension Kit K6: Advanced Tiles
7.05,N/A,17471,28,"1825 Extension Kit K7: London, Tilbury and Southend Railway"
7.00,N/A,17473,4,Kanto Seiatsu
6.17,N/A,17474,3,Ceuta
6.56,N/A,17475,8,FAR 90
7.66,N/A,17476,17,Fire on the Volga
6.50,N/A,17477,2,Bible Books
N/A,N/A,17478,N/A,Country Music Trivia
5.00,N/A,17479,12,Monopoly: I Love Lucy
4.92,N/A,17480,19,Battlelords CCG
1.00,N/A,17481,1,Seaquest
6.12,N/A,17483,8,"La Guerre d'Indochine, Tonkin 1950-1954"
6.38,N/A,17485,12,Alkelda Dawn
6.84,N/A,17486,12,Crusade
6.00,N/A,17487,24,First Contact
6.54,N/A,17488,19,The Stars at War
5.50,N/A,17489,2,Behind Every Good Man
5.67,N/A,17490,9,Space Marines
6.50,N/A,17491,1,Coffee Table Caverns
6.00,N/A,17492,1,Diabolical Doomsday Designers
5.50,N/A,17493,1,Petting Zoo Gangsta
6.00,N/A,17494,2,Katt and Mowz: The Cartoon Catastrophes
4.00,N/A,17495,1,Chasing Cogs
6.00,N/A,17496,2,Dish Pan Hands
4.50,N/A,17497,4,Atlanta in a Box
5.00,N/A,17498,1,Missions? Impossible!
4.75,N/A,17499,12,Vatican: The Board Game
4.55,N/A,17500,11,Mau Maus
1.50,N/A,17501,2,Familienfeier
N/A,N/A,17502,N/A,The Yacht Race
5.00,N/A,17503,7,Pleitegeier
4.83,N/A,17504,9,The Funny Farm Game
7.50,N/A,17505,2,The Face of Modern Battle
N/A,N/A,17506,N/A,Heartbeat
4.72,N/A,17507,20,Flags World Tour
7.00,N/A,17508,1,United Kingdom Trivia Game
6.28,N/A,17509,16,Sergeants! in the Sand
6.42,N/A,17510,12,Sponsor
1.00,N/A,17511,2,Rungs
N/A,N/A,17512,N/A,Tipped Tacs
5.50,N/A,17514,1,Wall of Goosh
6.71,N/A,17515,7,Visionary
6.93,N/A,17516,24,Viktory
N/A,N/A,17518,N/A,Turn-Tac-Toe
5.60,N/A,17519,5,Monopoly: FA Premier League
6.53,N/A,17522,20,Armageddon: Das strategische Fantasyspiel
5.00,N/A,17523,2,Een 10 voor topo
4.54,N/A,17525,12,I Spy Preschool Game
6.00,N/A,17528,1,Crosstalk
6.60,N/A,17531,5,Gold Town
5.97,N/A,17532,15,Fairy Bucks
4.62,N/A,17535,4,Fish Bait
7.19,N/A,17539,8,Long Distance Double
4.00,N/A,17540,1,Celtic Knot
2.00,N/A,17541,1,Seven Pennies
N/A,N/A,17542,N/A,Vamanos
4.00,N/A,17543,1,Loser
4.50,N/A,17544,2,Blox
N/A,N/A,17545,N/A,Thinking in Circles
N/A,N/A,17546,N/A,Pitter Pattern
5.43,N/A,17547,7,Accelerator
5.04,N/A,17548,9,Zombie Rancher
N/A,N/A,17549,N/A,Quadruple Agent
5.50,N/A,17550,2,Perfect Union
5.81,N/A,17551,8,World Flag Game About the United Nations
5.00,N/A,17552,2,Topolino
5.25,N/A,17553,8,Six Generations
4.40,N/A,17554,15,VEX
5.00,N/A,17555,2,When the Grass Was Real
4.50,N/A,17556,4,Dallas in a Box
3.40,N/A,17558,1,Unbelievable!
5.00,N/A,17559,3,My First Dinosaur Dash
7.25,N/A,17560,4,Smoking Cobras: The Brazilian Expeditionary Force in US Army
7.38,N/A,17561,4,Prospektor
N/A,N/A,17562,N/A,Nuklear
6.04,N/A,17564,13,Mecca to Medina
7.79,5.900,17565,201,Dungeon Twister: Fire and Water
3.00,N/A,17566,1,The Honey West Game
N/A,N/A,17567,N/A,Snuffy Smith's Hootin Holler Bug Derby
3.48,N/A,17568,25,Magic Robot Quiz Game
N/A,N/A,17569,N/A,Davy Crockett Rescue Race
N/A,N/A,17570,N/A,Spe-Dem Auto Race Game
5.40,N/A,17571,5,Word Battles
3.86,N/A,17572,7,Crazy Casino
4.02,N/A,17573,6,Playoff Baseball
3.00,N/A,17574,6,Playoff Football
2.00,N/A,17575,1,Huff 'n Puff
4.81,N/A,17576,27,Chameleon
4.97,N/A,17580,16,Koffer packen
7.19,N/A,17581,7,Dimension
7.24,N/A,17582,26,Mein Panzer
4.61,N/A,17583,9,ChessQuito
6.33,N/A,17585,3,Diceman
4.08,N/A,17586,6,Chessword
6.50,N/A,17587,8,Triad
3.67,N/A,17588,3,Phwar
5.64,N/A,17589,7,Meatbot Massacre
7.00,N/A,17590,7,New France 1760
7.31,N/A,17591,24,Mohawk
5.00,N/A,17592,2,Swoop
4.50,N/A,17593,2,Popes & Princes
5.33,N/A,17594,3,Nederland Trivia Game
4.00,N/A,17595,2,Norge Quiz
5.11,N/A,17596,14,Sverige Frågespel
N/A,N/A,17598,N/A,France Quiz
4.00,N/A,17600,1,Predators & Prey
5.50,N/A,17601,8,Chicago in a Box
6.50,N/A,17602,2,"Grunt, Growl, and Tear"
7.50,N/A,17603,2,Slipmax
6.50,N/A,17604,2,1000 Blank White Questions
4.33,N/A,17605,3,Addition and Subtraction Quizmo
3.50,N/A,17607,2,Minden Association Football
N/A,N/A,17608,N/A,Napoleon's Eagles
6.60,N/A,17609,5,Rugby Carte
6.00,N/A,17610,2,Silent Dark
7.60,N/A,17612,5,"Yankee Thunder, Rebel Lightning"
4.50,N/A,17613,2,Roddles
6.60,N/A,17614,5,Waterloo 1815
7.28,N/A,17615,23,1792: La Patrie en Danger
6.75,N/A,17616,2,1914
N/A,N/A,17617,N/A,Goethe
7.21,N/A,17618,14,World of Motor Racing
5.71,N/A,17619,14,SSN
3.88,N/A,17621,4,Masada
5.33,N/A,17622,3,Berchtesgaden: The Alpine Redoubt
6.00,N/A,17624,3,Spellbound
6.00,N/A,17625,2,Gumle Geden
6.00,N/A,17626,1,Gå da helt Bananas
4.50,N/A,17627,1,Cube Digger
7.50,N/A,17628,2,Treefort Nations
4.00,N/A,17629,1,Scoop!
4.00,N/A,17630,4,Jovian Syzygy
3.75,N/A,17631,2,Economy Class
6.00,N/A,17632,1,Island
4.60,N/A,17633,10,Hollywood Players
4.61,N/A,17634,22,Trading Routes
5.75,N/A,17635,28,Mob City
5.04,N/A,17636,12,Obnoxio
5.00,N/A,17637,3,36d6
6.05,N/A,17638,4,Go Mofasta
7.00,N/A,17639,2,Pod Racer Miniatures Game
7.25,N/A,17640,8,Beat to Quarters
4.62,N/A,17642,9,Hidden Identity
5.37,N/A,17643,6,Imatchination
5.50,N/A,17645,1,Tornado
7.04,N/A,17646,13,Shockforce: Battles in the Remnants of America
N/A,N/A,17647,N/A,Law & Order
4.75,N/A,17648,4,Origins
7.09,N/A,17649,27,First Blood: The 1st and 2nd Battles of Manassas
6.00,N/A,17652,2,Albany in a Box
2.50,N/A,17653,2,Baltimore in a Box
6.17,N/A,17656,3,The Family Ties Game
7.25,N/A,17657,8,Shock Force (second edition)
4.31,N/A,17658,8,Dame 2000
3.78,N/A,17659,9,Contra
4.25,N/A,17660,4,Trench Wars
6.44,N/A,17661,9,Budget Battlefield
4.00,N/A,17662,3,Tumblewords
N/A,N/A,17663,N/A,Xenocide
N/A,N/A,17664,N/A,Filmigame
7.00,N/A,17665,1,Plymouth Drag Race Game
3.50,N/A,17666,4,Airborne!
4.00,N/A,17667,2,Marine!
6.00,N/A,17669,1,Covered With Glory
5.17,N/A,17670,3,Wicked Whist
4.62,N/A,17671,4,London's Burning
5.50,N/A,17672,6,The Sailor's Game
3.50,N/A,17673,2,Birmingham in a Box
4.00,N/A,17674,2,Dark Riders
2.50,N/A,17675,8,Social Security
6.33,N/A,17676,22,Gundam War
N/A,N/A,17677,N/A,Flying Fortress 1 & 2
3.50,N/A,17679,2,OK Corral
5.80,N/A,17680,5,Nebula 19
N/A,N/A,17681,N/A,Arena
6.41,N/A,17682,17,Kiev
6.13,N/A,17683,21,Korsun
7.30,N/A,17684,26,Operation Star
N/A,N/A,17685,N/A,Fantastic Encounters
6.82,N/A,17686,7,Chess In The Third Dimension
N/A,N/A,17688,N/A,Zig Zag
6.00,N/A,17689,4,Choo-choo
5.29,N/A,17692,7,Take Ten
5.00,N/A,17694,1,Tabletop Quarterback
6.00,N/A,17696,1,The Game of Space
5.71,N/A,17698,7,Mr. Gameshow
N/A,N/A,17701,N/A,Schnappi Das Kleine Krokodil Schnipp-Schnapp
6.00,N/A,17703,1,Abet
4.75,N/A,17704,8,Astroplane
3.33,N/A,17706,3,Famous People
5.75,N/A,17707,4,I Spy In Common
5.45,N/A,17711,19,Lexogon
1.50,N/A,17712,3,Spot-A-Shot
6.75,N/A,17713,4,Stack Gammon
5.00,N/A,17714,1,Tac of War
3.33,N/A,17715,3,Trailblazer
5.00,N/A,17716,2,Wacky Water
N/A,N/A,17717,N/A,Pic Charades
4.92,N/A,17719,20,Cops 'n' Robbers
6.88,N/A,17720,21,Dungeon Bash
3.96,N/A,17721,12,Blockster
7.81,5.797,17722,147,Battlestations: Galactic Civil War
7.69,5.704,17723,104,Battlestations: Pax Galacticum
5.08,N/A,17724,6,Mister Zero
5.50,N/A,17725,2,Krimi Party: Nachtflug in den Tod
5.00,N/A,17727,4,Grand Speculation
7.09,5.577,17728,55,"Traveller: The Classic Games, Games 1-6+"
6.55,5.603,17729,105,Death Test
5.00,N/A,17731,1,Täter unter uns: Die Früchte des Herrn Zorn
6.50,N/A,17733,2,Schwarzfahrer
N/A,N/A,17734,N/A,Playas & Haters
5.25,N/A,17736,10,Mythmatical Battles
2.67,N/A,17737,3,Fun Numbers
6.67,N/A,17739,3,Raffut à Faeris
4.89,N/A,17740,7,Allegro
4.27,N/A,17741,3,Quarterback
3.00,N/A,17742,2,Pig of a Game
2.00,N/A,17743,2,Rainy Day Cricket
3.00,N/A,17744,1,Words
4.43,N/A,17745,19,Cogno: The Alien Adventure Game
5.88,N/A,17746,8,Cogno: Deep Worlds
N/A,N/A,17747,N/A,Mini-Games: Football
5.67,N/A,17749,6,Destination Portsmouth
6.53,N/A,17751,6,For King & Country: Intelligence Handbook on British and Empire Infantry Forces
6.71,N/A,17752,11,Inuyasha: Das Action Würfelspiel
7.33,N/A,17753,3,Eaux Vives
6.33,N/A,17754,24,Horror House
4.97,N/A,17755,21,Schnipp Schnapp
5.80,N/A,17756,5,Schau Genau
3.83,N/A,17757,6,Super Mario Bros. Card Game
3.86,N/A,17758,7,Blast! Card Game
5.05,N/A,17759,11,Odds On
N/A,N/A,17760,N/A,The Wonderful Wizard of Oz
6.14,N/A,17762,7,Fortac
6.00,N/A,17763,5,Numica
4.08,N/A,17766,6,Space Dice
4.30,N/A,17767,3,Bowl-A-Strike
2.00,N/A,17768,1,Rettet die Wale!
4.25,N/A,17769,4,Quatro gammon
3.00,N/A,17770,1,Egypt to Canaan No.3 The Ten Commandments
6.50,N/A,17771,2,California Dreams
4.17,N/A,17772,6,Pegleg
2.00,N/A,17774,1,I Want Candy!
3.25,N/A,17775,2,Navigator
6.40,N/A,17776,5,Pujari
4.58,N/A,17777,10,Spiel mit Kunst
N/A,N/A,17778,N/A,Liaisons
N/A,N/A,17780,N/A,Dancing Mice
3.00,N/A,17781,1,Brooklyn in a Box
4.88,N/A,17782,4,Washington in-a-box
5.50,N/A,17783,2,Flitzpuck
7.17,N/A,17784,18,Galaxis
5.19,N/A,17785,25,Seti
5.50,N/A,17786,7,Wendo
6.00,N/A,17788,1,Cash & Carry
6.00,N/A,17789,1,Cut
2.50,N/A,17790,1,Hof
8.00,N/A,17791,1,Joker
5.92,N/A,17792,26,ZigZag
5.22,N/A,17793,9,Daring Passages
5.62,N/A,17794,4,Quibbix
3.00,N/A,17795,1,Charlotte in a Box
3.50,N/A,17796,6,Cleveland in a Box
4.96,N/A,17797,5,Teddy Tim
7.83,N/A,17798,3,"Sky, Sea and Jungle"
2.00,N/A,17799,2,Dino Dig
N/A,N/A,17800,N/A,Spellcycles
3.94,N/A,17801,2,Looney  Tunes  4-Toon Race
5.45,N/A,17802,21,"Big Eyes, Small Mouth Anime Card Game"
7.08,N/A,17803,13,Seapower II
5.50,N/A,17805,14,Vertigo
4.00,N/A,17806,3,Polit Poker
5.00,N/A,17808,2,Knights of Old
4.50,N/A,17809,2,Woody Woodpecker's Baja Rally
4.00,N/A,17810,1,Strawberry Shortcake Card Game Kitchen Capers
3.00,N/A,17811,1,Strawberry Shortcake Card Game Pick-A-Basket
3.00,N/A,17812,1,"Strawberry Shortcake Card Game Double ""Berry"" Talk"
5.50,N/A,17813,2,Vokabo
5.06,N/A,17814,8,Fang mich! ... wenn du kannst
5.00,N/A,17815,6,Skript
N/A,N/A,17817,N/A,The Piggeries
6.38,N/A,17818,4,Big Game Hunters of the Universe
6.54,N/A,17822,12,Fearless
N/A,N/A,17823,N/A,Open Card Game
N/A,N/A,17824,N/A,Open Dominoes Game
3.50,N/A,17825,2,Abi: A Game of Word Recall
5.00,N/A,17826,5,Alpha Nature
4.83,N/A,17827,6,Regatta: The Game of Champions
3.75,N/A,17828,4,Detroit in a Box
5.50,N/A,17829,2,Schnapp die Wurst
3.80,N/A,17831,5,Cricket Wizard
8.00,N/A,17832,1,The 1 Game
N/A,N/A,17833,N/A,The Wizard of Oz
6.00,N/A,17834,1,Country Music Triviologies
